age	job	marital	education	default	balance	housing	loan	contact	duration	campaign	previous	y
24	student	single	secondary	no	486	no	no	cellular	281	2	2	no
52	technician	married	secondary	no	117	no	no	cellular	959	3	6	yes
33	management	married	tertiary	no	71	no	no	cellular	335	3	2	yes
56	technician	married	secondary	no	1938	no	yes	cellular	229	1	4	yes
47	admin.	married	unknown	no	66	no	no	cellular	297	1	1	no
34	self-employed	married	secondary	no	173	no	no	unknown	36	1	0	no
37	management	married	tertiary	no	3654	no	no	cellular	262	1	2	no
30	management	single	tertiary	no	5359	no	no	cellular	427	1	3	yes
28	student	single	secondary	no	1925	no	no	cellular	139	1	3	no
27	blue-collar	single	secondary	no	23	no	no	cellular	590	2	0	no
73	retired	married	unknown	no	519	no	no	telephone	270	3	2	yes
48	technician	married	secondary	no	3519	no	yes	cellular	229	1	2	no
67	retired	married	primary	no	8465	no	no	cellular	234	1	0	no
60	housemaid	married	primary	no	211	no	no	cellular	480	2	1	no
57	unemployed	divorced	secondary	no	79	yes	no	unknown	60	1	2	no
38	technician	single	secondary	no	0	no	no	unknown	10	1	0	no
65	unemployed	married	secondary	no	3195	no	no	telephone	904	1	0	yes
37	management	married	tertiary	no	1113	no	no	cellular	229	1	1	yes
29	admin.	single	tertiary	no	8	no	yes	cellular	107	1	0	no
27	technician	single	tertiary	no	1075	no	no	cellular	658	1	0	yes
49	admin.	single	tertiary	no	228	yes	no	cellular	368	1	0	yes
38	services	single	secondary	no	91	no	no	cellular	207	1	0	yes
36	technician	single	secondary	no	1407	no	no	cellular	328	1	3	no
51	technician	married	tertiary	no	0	no	no	cellular	539	2	0	yes
26	services	single	secondary	no	162	yes	no	cellular	185	2	8	no
56	retired	married	primary	no	1947	no	no	cellular	225	2	5	yes
37	management	single	tertiary	no	1027	yes	no	cellular	313	1	2	yes
47	technician	married	primary	no	235	no	no	cellular	136	2	1	yes
60	retired	divorced	tertiary	no	2	no	no	cellular	228	4	2	yes
27	student	single	tertiary	no	311	no	no	telephone	187	3	1	yes
40	unemployed	single	tertiary	no	7968	no	no	cellular	263	2	2	yes
25	student	single	secondary	no	154	no	no	cellular	141	1	2	yes
90	retired	divorced	primary	no	712	no	no	telephone	557	1	0	yes
29	student	single	unknown	no	7585	no	no	cellular	145	2	1	yes
29	technician	single	tertiary	no	2489	yes	no	cellular	355	1	5	yes
68	retired	married	secondary	no	1146	no	no	cellular	153	2	3	yes
38	admin.	married	secondary	no	1559	no	no	cellular	136	2	1	yes
34	admin.	married	secondary	no	5320	no	no	cellular	114	6	5	no
23	student	single	secondary	no	287	no	no	telephone	700	3	1	no
47	management	married	tertiary	no	0	yes	no	cellular	194	2	3	no
63	retired	married	secondary	no	2896	no	no	cellular	180	2	0	yes
32	management	single	tertiary	no	354	no	no	cellular	177	2	5	yes
34	student	single	unknown	no	242	no	no	telephone	364	2	2	no
42	management	married	tertiary	no	144	no	no	cellular	148	1	4	yes
39	technician	married	tertiary	no	508	no	no	cellular	431	1	3	no
30	management	married	tertiary	no	359	no	no	cellular	117	2	0	no
58	housemaid	single	secondary	no	11494	no	no	telephone	220	7	0	no
26	admin.	single	tertiary	no	760	yes	no	cellular	456	2	5	yes
63	unknown	married	secondary	no	367	no	no	telephone	262	1	6	no
73	retired	single	secondary	no	1050	no	no	cellular	562	3	2	yes
70	retired	divorced	secondary	no	6850	no	no	telephone	252	3	1	no
68	retired	married	tertiary	no	2820	no	no	cellular	158	1	3	no
26	student	single	secondary	no	5296	no	no	cellular	229	1	1	yes
33	management	married	tertiary	no	1390	no	no	cellular	77	1	5	no
60	admin.	married	secondary	no	12980	no	no	cellular	115	1	0	yes
25	blue-collar	single	secondary	no	509	no	no	cellular	418	1	0	yes
64	retired	married	tertiary	no	1644	no	no	telephone	341	4	4	yes
27	admin.	single	secondary	no	3529	no	yes	cellular	162	1	2	no
68	retired	married	primary	no	451	no	no	cellular	373	1	0	yes
30	blue-collar	married	primary	no	201	yes	no	cellular	116	7	13	no
30	technician	married	tertiary	no	3192	yes	no	cellular	172	2	0	no
54	housemaid	married	tertiary	no	2473	no	no	cellular	607	2	0	yes
40	unemployed	single	secondary	no	334	no	no	cellular	219	1	6	yes
46	admin.	married	secondary	no	0	yes	no	cellular	135	1	0	no
64	retired	married	secondary	no	1220	no	no	cellular	84	1	1	no
37	management	married	tertiary	no	6771	no	no	cellular	319	1	0	yes
36	services	married	secondary	no	52	yes	no	cellular	498	2	7	yes
33	management	divorced	tertiary	no	2240	no	no	cellular	264	2	1	yes
32	unemployed	single	primary	no	1429	no	no	cellular	150	4	0	no
49	self-employed	divorced	tertiary	no	3293	no	no	cellular	111	3	6	no
51	management	married	tertiary	no	2635	no	no	cellular	209	2	3	no
83	retired	married	tertiary	no	4761	no	no	telephone	659	1	0	yes
45	student	single	unknown	no	1527	no	no	cellular	132	1	0	yes
31	technician	married	tertiary	no	1570	yes	no	cellular	277	4	1	yes
64	unemployed	divorced	secondary	no	588	no	no	cellular	409	1	0	yes
59	unemployed	married	secondary	no	957	no	no	cellular	301	1	2	yes
33	management	single	tertiary	no	224	no	no	cellular	241	2	0	yes
36	blue-collar	married	unknown	no	444	no	no	cellular	139	6	2	no
69	retired	married	unknown	no	426	no	no	telephone	225	1	1	yes
31	management	single	tertiary	no	147	no	no	cellular	469	1	2	yes
73	retired	married	primary	no	508	no	no	cellular	176	1	0	yes
76	retired	divorced	primary	no	802	no	no	cellular	241	1	5	yes
35	technician	married	secondary	no	294	yes	no	cellular	301	1	4	yes
33	management	married	tertiary	no	0	yes	no	cellular	305	1	1	yes
19	student	single	unknown	no	108	no	no	cellular	273	2	1	yes
29	management	single	tertiary	no	2344	yes	no	cellular	265	2	0	no
28	management	single	tertiary	no	187	no	no	cellular	295	1	0	yes
51	blue-collar	married	primary	no	3764	no	no	telephone	450	3	6	yes
61	retired	married	secondary	no	2801	yes	yes	cellular	239	1	0	yes
51	admin.	divorced	tertiary	no	66	yes	no	cellular	138	1	2	no
70	retired	married	unknown	no	647	no	no	telephone	152	1	1	no
46	management	divorced	tertiary	no	461	no	no	cellular	127	1	2	no
71	retired	married	primary	no	2171	no	no	cellular	625	4	0	no
58	management	married	tertiary	no	1016	no	no	telephone	78	2	1	no
37	management	married	tertiary	no	0	no	no	cellular	129	4	2	no
79	retired	married	primary	no	3025	no	no	telephone	184	1	6	no
29	management	single	tertiary	no	1351	no	no	cellular	228	1	1	no
75	retired	married	primary	no	1765	no	no	telephone	282	2	2	no
64	retired	married	primary	no	43	no	no	cellular	117	1	1	no
33	self-employed	married	tertiary	no	1676	yes	no	cellular	102	2	2	no
80	retired	married	primary	no	155	no	no	telephone	290	1	2	yes
46	blue-collar	married	secondary	no	640	yes	no	cellular	215	1	4	yes
72	retired	married	secondary	no	951	no	yes	cellular	229	3	1	yes
36	management	married	tertiary	no	495	no	no	cellular	213	3	6	yes
40	management	single	tertiary	no	1509	no	no	cellular	144	2	1	no
41	management	married	tertiary	no	298	no	no	cellular	209	2	4	no
33	technician	married	secondary	no	1	yes	no	cellular	261	4	0	no
27	student	single	secondary	no	3754	no	no	cellular	106	3	1	no
74	retired	married	tertiary	no	1843	no	no	cellular	192	1	2	yes
30	management	married	tertiary	no	1077	no	no	cellular	151	1	1	no
25	student	single	unknown	no	839	no	no	cellular	109	1	2	no
35	blue-collar	married	secondary	no	262	no	no	cellular	427	1	3	yes
42	admin.	married	secondary	no	16517	no	no	cellular	549	5	4	no
82	retired	divorced	primary	no	0	no	no	telephone	506	2	1	yes
67	retired	divorced	primary	no	2027	no	no	cellular	161	2	0	yes
71	retired	married	tertiary	no	3561	no	no	telephone	577	7	0	yes
51	blue-collar	married	primary	no	3844	no	no	cellular	195	2	1	no
34	blue-collar	divorced	tertiary	no	12409	no	no	cellular	189	1	4	no
38	housemaid	single	secondary	no	465	yes	no	cellular	180	1	3	yes
38	management	married	unknown	no	76	no	no	cellular	261	1	0	yes
60	retired	married	secondary	no	8332	no	no	cellular	279	1	7	yes
61	retired	married	secondary	no	5196	no	no	telephone	244	2	4	no
51	management	married	tertiary	no	1612	no	no	cellular	384	1	5	no
29	management	single	tertiary	no	874	yes	no	cellular	231	1	2	yes
70	retired	married	primary	no	3782	no	no	cellular	618	1	0	no
86	retired	married	primary	no	1817	no	no	cellular	272	3	0	no
64	retired	married	primary	no	2140	no	no	cellular	881	3	2	yes
28	admin.	married	secondary	no	897	no	no	cellular	395	1	1	no
35	unemployed	single	secondary	no	295	no	no	unknown	473	1	0	yes
31	student	single	tertiary	no	64	no	no	cellular	181	2	3	no
31	student	single	unknown	no	7826	no	no	telephone	133	7	0	no
22	self-employed	single	tertiary	no	780	no	no	cellular	272	3	0	yes
59	retired	married	secondary	no	2126	no	no	cellular	359	1	1	no
35	admin.	married	secondary	no	304	no	no	cellular	237	1	0	yes
58	blue-collar	married	primary	no	1965	no	no	cellular	125	1	0	no
46	management	married	tertiary	no	273	yes	no	cellular	910	2	4	yes
59	management	married	tertiary	no	3342	no	no	cellular	467	2	6	yes
86	retired	married	secondary	no	1503	no	no	telephone	165	3	1	no
35	technician	single	secondary	no	1227	no	no	cellular	593	4	6	yes
22	technician	single	secondary	no	283	yes	no	cellular	254	2	0	yes
31	management	single	tertiary	no	3384	no	no	cellular	247	3	3	yes
35	management	single	tertiary	no	5958	yes	no	cellular	215	1	0	yes
60	admin.	married	secondary	no	3735	no	no	cellular	248	1	10	yes
37	technician	married	secondary	no	1458	no	no	cellular	344	1	1	no
54	management	married	secondary	no	2693	no	no	cellular	222	1	6	yes
27	management	single	tertiary	no	6791	no	no	telephone	174	2	28	no
72	retired	married	primary	no	4657	no	no	telephone	255	1	8	yes
29	self-employed	single	tertiary	no	655	no	no	cellular	273	1	0	yes
30	student	single	secondary	no	1681	no	no	cellular	128	1	2	yes
28	management	single	tertiary	no	866	no	no	cellular	191	2	0	yes
43	services	married	secondary	no	774	no	no	cellular	101	1	1	yes
62	management	married	tertiary	no	3371	no	no	cellular	187	1	2	yes
20	student	single	unknown	no	179	no	no	cellular	196	3	3	no
26	management	single	tertiary	no	1370	no	no	cellular	231	1	1	no
57	management	married	tertiary	no	10583	no	no	cellular	272	1	6	yes
57	housemaid	married	primary	no	780	no	no	cellular	94	2	0	no
33	management	single	tertiary	no	4176	no	no	cellular	288	3	0	yes
47	management	single	tertiary	no	334	yes	no	cellular	360	1	8	yes
60	retired	married	secondary	no	2060	no	no	cellular	454	1	3	no
30	management	married	tertiary	no	2994	yes	no	cellular	156	1	1	no
82	retired	divorced	primary	no	1419	no	no	telephone	139	1	0	no
35	admin.	married	tertiary	no	957	yes	no	cellular	263	4	4	no
70	management	married	tertiary	no	1295	no	no	cellular	698	1	0	no
30	self-employed	single	tertiary	no	916	no	no	cellular	92	2	2	yes
36	admin.	married	tertiary	no	1145	yes	no	cellular	198	2	3	no
45	technician	married	secondary	no	2981	yes	yes	cellular	88	3	3	no
31	management	single	tertiary	no	4319	yes	no	cellular	515	2	5	no
51	admin.	married	secondary	no	1204	no	no	cellular	317	4	0	no
31	management	single	tertiary	no	522	no	no	telephone	113	4	0	no
42	technician	married	secondary	no	2152	no	no	cellular	361	2	2	no
40	admin.	married	secondary	no	3126	yes	no	cellular	186	2	5	no
23	services	single	secondary	no	488	no	no	cellular	236	1	2	yes
56	housemaid	single	tertiary	no	1947	no	no	unknown	110	1	0	yes
31	management	single	tertiary	no	9629	no	no	cellular	371	1	4	no
33	admin.	single	tertiary	no	7608	no	no	cellular	238	4	0	yes
44	admin.	divorced	tertiary	no	558	yes	no	cellular	262	2	0	yes
80	retired	divorced	primary	no	235	no	no	cellular	577	1	3	yes
47	management	married	tertiary	no	288	no	no	cellular	193	1	1	yes
27	student	single	secondary	no	6036	no	no	cellular	175	1	1	yes
27	self-employed	single	tertiary	no	1393	no	no	cellular	382	1	1	no
34	blue-collar	married	primary	no	1666	yes	no	unknown	30	1	0	no
26	management	single	tertiary	no	3	yes	yes	cellular	149	1	1	yes
50	technician	divorced	secondary	no	0	no	no	cellular	280	1	3	yes
84	retired	married	secondary	no	81204	no	no	telephone	390	1	3	yes
86	retired	married	primary	no	5236	no	no	telephone	558	2	0	yes
33	technician	single	secondary	no	234	no	no	cellular	176	1	2	no
46	management	married	unknown	no	2466	no	no	telephone	216	3	1	yes
26	management	single	tertiary	no	7628	no	no	cellular	263	1	0	no
45	technician	married	secondary	no	1348	no	yes	cellular	358	2	0	yes
60	blue-collar	married	primary	no	7929	no	no	unknown	111	1	0	yes
47	admin.	married	secondary	no	70	yes	no	cellular	144	4	2	yes
53	admin.	married	secondary	no	459	no	no	cellular	558	1	0	yes
54	technician	single	tertiary	no	118	no	no	cellular	280	1	0	yes
54	technician	married	secondary	no	2102	yes	no	cellular	547	1	2	yes
34	blue-collar	married	secondary	no	800	no	no	cellular	144	1	0	yes
70	retired	married	tertiary	no	15834	no	no	cellular	172	3	1	no
44	management	married	secondary	no	2897	no	no	cellular	296	1	4	no
19	student	single	secondary	no	394	no	no	cellular	327	3	0	yes
24	student	single	secondary	no	4126	no	no	cellular	907	4	7	yes
49	management	married	tertiary	no	3842	no	no	cellular	163	1	3	no
39	management	divorced	tertiary	no	224	no	no	cellular	208	1	0	yes
53	technician	married	tertiary	no	9001	no	no	cellular	170	1	0	yes
29	management	single	unknown	no	560	no	no	cellular	459	1	1	yes
30	management	married	tertiary	no	102	yes	no	cellular	470	7	3	yes
50	blue-collar	married	primary	no	82	no	no	telephone	456	1	0	yes
30	technician	single	tertiary	no	2325	no	no	cellular	270	3	4	no
50	unemployed	married	tertiary	no	377	no	no	cellular	283	1	3	no
32	management	single	secondary	no	1088	yes	no	cellular	317	1	2	yes
27	student	single	tertiary	no	13107	yes	no	cellular	661	1	2	yes
80	retired	married	secondary	no	8304	no	no	telephone	681	1	11	no
57	retired	married	unknown	no	230	no	no	cellular	177	2	3	yes
58	admin.	married	primary	no	1119	no	no	cellular	122	4	2	no
46	entrepreneur	married	tertiary	no	9	no	no	cellular	126	6	0	no
43	technician	divorced	unknown	no	4389	no	no	cellular	618	1	0	yes
34	management	married	tertiary	no	3696	no	no	cellular	758	2	5	yes
36	management	single	tertiary	no	579	no	no	unknown	481	1	0	yes
69	retired	married	primary	no	2398	no	no	cellular	161	1	1	no
31	management	single	tertiary	no	3289	no	no	cellular	235	1	1	no
50	technician	married	tertiary	no	0	no	yes	cellular	337	1	6	no
73	retired	divorced	secondary	no	7111	yes	no	cellular	284	1	1	no
51	entrepreneur	divorced	tertiary	no	2109	no	no	cellular	119	1	2	no
71	retired	divorced	secondary	no	3104	no	no	telephone	271	1	1	no
29	student	married	tertiary	no	10596	yes	no	cellular	143	1	0	no
25	student	single	tertiary	no	293	no	no	cellular	231	1	0	no
62	retired	married	secondary	no	2917	no	no	cellular	147	1	1	no
35	technician	married	secondary	no	2201	no	no	telephone	350	1	0	yes
31	admin.	married	secondary	no	1229	no	no	cellular	176	1	0	yes
25	unemployed	single	primary	no	129	no	no	cellular	176	3	0	yes
80	housemaid	married	secondary	no	499	no	no	telephone	224	2	4	no
49	admin.	married	secondary	no	197	yes	no	cellular	223	1	2	yes
30	management	single	tertiary	no	3779	no	no	cellular	1093	1	0	yes
62	management	married	tertiary	no	0	no	no	cellular	113	3	3	no
36	management	single	tertiary	no	436	no	no	cellular	567	1	2	yes
40	technician	married	tertiary	no	11766	yes	no	cellular	218	2	9	yes
38	management	married	tertiary	no	413	no	no	cellular	240	1	2	yes
45	blue-collar	single	primary	no	116	no	no	unknown	122	1	0	yes
25	blue-collar	single	primary	no	4599	no	no	telephone	120	6	0	no
36	management	single	unknown	no	62	no	no	cellular	398	2	0	yes
23	student	single	secondary	no	107	no	no	cellular	256	5	2	yes
38	technician	married	secondary	no	497	no	no	unknown	173	1	0	yes
70	retired	married	secondary	no	1310	no	no	cellular	318	1	1	no
35	management	single	tertiary	no	2646	no	no	cellular	133	8	2	yes
35	self-employed	married	tertiary	no	1178	yes	yes	cellular	220	2	5	no
75	retired	married	secondary	no	3771	no	no	telephone	185	1	2	yes
26	technician	single	tertiary	no	1066	no	no	cellular	200	1	0	yes
51	management	married	tertiary	no	469	no	no	cellular	200	1	2	yes
30	management	single	tertiary	no	232	no	no	cellular	141	1	0	yes
36	blue-collar	married	primary	no	1177	no	no	cellular	330	1	4	yes
39	technician	married	secondary	no	603	no	yes	cellular	214	1	0	yes
24	management	single	tertiary	no	736	yes	no	cellular	442	2	2	yes
33	student	single	unknown	no	2321	no	no	cellular	699	2	2	no
22	services	single	secondary	no	129	no	no	cellular	218	2	1	yes
36	management	married	tertiary	no	-115	yes	no	cellular	297	4	2	yes
35	management	divorced	tertiary	no	649	no	no	cellular	177	1	0	no
22	management	single	tertiary	no	104	no	yes	cellular	330	3	0	yes
31	blue-collar	single	secondary	no	4	no	no	cellular	148	2	3	no
21	student	single	secondary	no	546	no	no	unknown	94	1	0	no
34	management	married	tertiary	no	589	no	no	cellular	125	2	0	yes
35	admin.	married	tertiary	no	690	no	no	cellular	131	2	1	no
34	technician	single	secondary	no	1313	no	no	cellular	237	4	0	no
21	student	single	unknown	no	330	no	no	cellular	232	3	2	no
57	retired	married	secondary	no	3738	yes	no	cellular	220	1	7	no
22	student	single	primary	no	3472	no	no	cellular	529	1	4	yes
27	services	single	secondary	no	453	no	no	cellular	142	2	0	yes
73	retired	married	secondary	no	2850	no	no	cellular	184	2	3	no
60	entrepreneur	married	primary	no	2408	no	no	telephone	102	4	0	no
30	student	single	tertiary	no	7529	no	no	cellular	175	6	1	yes
55	unemployed	divorced	secondary	no	309	no	no	cellular	167	1	3	yes
38	blue-collar	divorced	secondary	no	0	yes	no	telephone	162	1	5	yes
39	blue-collar	single	secondary	no	1672	yes	no	cellular	462	1	1	yes
31	admin.	divorced	secondary	no	2980	no	no	cellular	930	4	2	no
43	self-employed	married	tertiary	no	3157	no	no	cellular	381	2	17	no
30	student	single	secondary	no	2046	no	no	telephone	595	3	1	yes
42	housemaid	divorced	primary	no	273	no	no	cellular	354	1	0	no
29	blue-collar	single	tertiary	no	455	no	no	telephone	403	1	0	yes
25	student	single	unknown	no	722	no	no	telephone	623	2	0	yes
31	housemaid	single	primary	no	26965	no	no	cellular	654	2	0	yes
58	entrepreneur	married	secondary	no	496	no	no	cellular	132	1	0	yes
51	management	married	secondary	no	335	no	no	cellular	234	1	0	no
26	management	single	tertiary	no	194	no	no	cellular	407	2	0	yes
64	retired	divorced	secondary	no	4833	no	no	cellular	247	2	1	no
62	management	married	tertiary	no	997	no	no	cellular	554	1	2	yes
76	retired	married	secondary	no	820	no	no	telephone	263	4	0	yes
31	admin.	single	secondary	no	410	no	no	cellular	342	1	0	yes
42	self-employed	married	secondary	no	1216	yes	no	cellular	296	1	1	yes
43	technician	single	unknown	no	11115	no	no	cellular	291	1	3	yes
73	retired	married	primary	no	796	no	no	cellular	888	1	3	yes
41	management	divorced	tertiary	no	5037	no	no	cellular	252	9	5	yes
31	admin.	single	secondary	no	81	yes	no	cellular	215	2	11	no
80	retired	divorced	primary	no	5861	no	no	telephone	92	8	0	no
35	technician	married	secondary	no	2779	no	no	cellular	182	2	2	yes
36	management	married	tertiary	no	2183	yes	no	cellular	116	2	0	no
31	management	married	tertiary	no	3160	yes	no	cellular	688	2	0	yes
41	technician	single	tertiary	no	431	no	no	cellular	128	2	3	no
46	blue-collar	married	secondary	no	1723	no	no	cellular	102	3	4	no
45	blue-collar	single	secondary	no	0	yes	no	cellular	1472	1	4	yes
60	housemaid	married	primary	no	182	no	no	cellular	166	5	5	no
41	admin.	divorced	secondary	no	3823	no	no	cellular	234	10	0	no
29	management	single	tertiary	no	1445	no	no	cellular	328	2	2	yes
70	retired	married	secondary	no	2815	no	no	cellular	125	2	1	no
34	management	married	tertiary	no	115	yes	no	cellular	117	3	0	no
35	technician	married	tertiary	no	0	yes	yes	cellular	135	3	2	no
26	unemployed	single	tertiary	no	77	no	no	cellular	175	1	0	yes
77	retired	married	unknown	no	992	no	no	cellular	147	2	2	no
63	blue-collar	married	primary	no	115	no	no	telephone	325	1	7	yes
68	retired	married	primary	no	7945	no	no	cellular	252	1	1	no
61	housemaid	married	primary	no	848	no	no	cellular	605	1	1	no
37	unemployed	single	secondary	no	2722	no	no	telephone	426	2	3	yes
26	management	single	tertiary	no	1438	no	no	cellular	321	1	1	yes
37	admin.	married	tertiary	no	103	yes	yes	cellular	81	3	0	no
54	admin.	married	unknown	no	140	no	no	telephone	473	2	2	yes
30	admin.	single	secondary	no	915	yes	no	unknown	370	1	0	yes
61	retired	married	secondary	no	1058	no	no	cellular	159	3	0	yes
37	admin.	married	secondary	no	55	yes	yes	cellular	99	1	4	no
70	retired	married	secondary	no	616	no	no	cellular	149	2	1	no
69	retired	married	secondary	no	0	no	no	cellular	184	2	2	yes
30	management	single	tertiary	no	697	no	no	cellular	545	2	8	yes
66	retired	married	primary	no	1004	no	no	cellular	154	1	1	no
64	retired	married	secondary	no	4787	no	no	cellular	392	1	1	yes
55	housemaid	married	secondary	no	962	yes	no	cellular	623	1	3	yes
55	technician	married	tertiary	no	1320	no	no	cellular	387	2	0	yes
56	management	single	tertiary	no	15311	no	no	cellular	157	6	0	no
29	management	single	tertiary	no	2955	no	no	cellular	226	2	0	yes
41	unemployed	married	tertiary	no	0	no	no	cellular	882	1	3	yes
79	retired	divorced	primary	no	20	no	no	cellular	165	2	1	no
59	management	married	tertiary	no	1	yes	no	cellular	210	1	0	yes
63	retired	married	primary	no	12067	no	no	telephone	660	1	1	yes
49	technician	single	secondary	no	1245	no	no	cellular	115	2	2	no
48	admin.	married	secondary	no	2533	no	no	cellular	714	2	1	no
32	technician	single	tertiary	no	388	no	no	cellular	250	3	0	yes
33	management	single	tertiary	no	952	yes	no	cellular	1241	5	0	yes
41	self-employed	married	tertiary	no	0	yes	no	telephone	395	3	1	yes
25	student	single	secondary	no	108	no	no	cellular	305	3	0	yes
47	admin.	married	secondary	no	707	yes	no	cellular	152	3	0	no
37	management	married	secondary	no	565	no	no	cellular	449	1	1	yes
19	student	single	secondary	no	329	no	no	cellular	169	1	2	yes
32	management	married	tertiary	no	6138	no	no	cellular	211	2	7	no
61	retired	divorced	secondary	no	4243	no	no	cellular	315	1	2	yes
40	unemployed	single	tertiary	no	72	no	no	cellular	463	1	0	yes
30	management	married	tertiary	no	4328	no	no	cellular	262	3	11	yes
35	admin.	single	tertiary	no	364	no	yes	cellular	148	1	0	no
60	technician	married	secondary	no	2389	yes	yes	cellular	287	1	0	no
48	blue-collar	married	secondary	no	1730	yes	no	cellular	361	1	3	yes
48	management	married	tertiary	no	0	yes	no	cellular	85	1	5	no
60	blue-collar	married	primary	no	5	no	no	cellular	494	1	2	yes
34	unemployed	single	secondary	no	1965	no	no	telephone	714	1	0	yes
45	housemaid	married	secondary	no	360	no	no	cellular	113	1	1	no
50	technician	married	secondary	no	402	no	no	cellular	165	1	2	no
29	housemaid	single	tertiary	no	19	no	no	cellular	268	1	4	yes
77	retired	married	tertiary	no	7802	no	no	telephone	421	1	2	yes
33	services	married	secondary	no	1697	no	no	cellular	489	1	1	yes
36	unemployed	married	tertiary	no	7222	yes	no	cellular	104	1	5	no
35	unemployed	single	tertiary	no	415	no	no	cellular	164	2	2	yes
80	retired	married	primary	no	155	no	no	telephone	209	1	3	yes
34	self-employed	married	tertiary	no	263	no	no	cellular	203	1	8	no
70	retired	married	primary	no	4982	no	no	cellular	794	2	0	no
29	admin.	single	secondary	no	3528	no	no	cellular	104	1	1	no
26	technician	single	tertiary	no	401	no	no	cellular	188	2	0	yes
33	admin.	married	tertiary	no	79	yes	no	cellular	389	1	4	yes
41	technician	single	tertiary	no	1646	yes	no	cellular	258	1	7	yes
28	management	single	tertiary	no	437	no	no	cellular	338	1	0	yes
74	retired	married	secondary	no	935	no	no	cellular	226	1	2	yes
33	blue-collar	single	secondary	no	228	no	no	telephone	110	1	4	no
29	student	single	unknown	no	2929	no	no	cellular	232	1	4	yes
72	retired	married	primary	no	2304	no	no	telephone	510	4	0	yes
27	management	single	secondary	no	145	yes	no	cellular	121	4	3	no
18	student	single	unknown	no	348	no	no	cellular	443	4	0	yes
54	housemaid	married	secondary	no	1182	yes	no	cellular	118	2	2	no
53	retired	married	secondary	no	4968	no	no	cellular	109	1	2	no
37	technician	married	tertiary	no	88	no	no	cellular	195	1	3	yes
67	retired	divorced	secondary	no	704	no	no	cellular	613	1	3	yes
47	admin.	married	tertiary	no	97	yes	no	cellular	220	1	3	no
60	housemaid	married	primary	no	182	no	no	cellular	141	1	10	no
34	blue-collar	married	secondary	no	1221	yes	no	cellular	182	1	8	no
37	blue-collar	single	secondary	no	7622	yes	yes	telephone	111	1	0	no
37	management	married	tertiary	no	2283	no	no	cellular	243	2	2	yes
32	technician	married	secondary	no	473	no	yes	cellular	292	3	0	yes
77	unknown	married	unknown	no	397	no	no	telephone	300	3	0	yes
83	retired	married	secondary	no	0	no	no	telephone	201	2	2	no
35	management	married	tertiary	no	62	no	no	cellular	226	2	4	yes
47	blue-collar	married	tertiary	no	3745	no	no	cellular	113	1	1	no
53	management	married	tertiary	no	3634	no	no	cellular	211	4	8	yes
47	management	married	secondary	no	834	no	no	unknown	165	1	0	no
58	blue-collar	married	primary	no	226	yes	yes	cellular	135	3	0	no
46	management	married	tertiary	no	273	yes	no	cellular	583	6	6	yes
62	management	married	tertiary	no	1456	no	no	cellular	522	6	0	no
78	retired	married	primary	no	832	no	no	telephone	97	3	0	no
20	student	single	secondary	no	291	no	no	telephone	172	5	5	no
43	self-employed	married	tertiary	no	10072	no	no	cellular	98	1	5	no
66	retired	married	secondary	no	3409	no	no	cellular	801	1	2	no
44	services	single	secondary	no	618	no	no	cellular	193	1	0	yes
78	retired	divorced	secondary	no	3417	no	no	cellular	309	1	1	yes
42	management	married	tertiary	no	27696	no	no	cellular	176	2	5	yes
34	services	married	secondary	no	1076	no	no	cellular	152	1	6	yes
66	management	married	secondary	no	587	no	no	cellular	457	2	2	yes
40	management	single	tertiary	no	1509	no	no	cellular	333	1	3	no
31	blue-collar	married	secondary	no	136	no	no	cellular	228	2	1	yes
33	services	married	secondary	no	386	no	no	cellular	317	1	5	yes
19	student	single	primary	no	608	no	no	cellular	236	1	2	yes
31	technician	single	secondary	no	1282	no	no	cellular	144	1	2	no
24	technician	single	secondary	no	598	no	no	cellular	762	1	2	yes
23	student	single	unknown	no	2530	no	no	cellular	411	1	0	yes
29	self-employed	single	tertiary	no	3290	no	no	cellular	430	1	3	yes
31	management	single	tertiary	no	533	no	no	telephone	372	1	10	yes
55	technician	divorced	secondary	no	184	no	no	unknown	18	1	0	no
34	technician	single	tertiary	no	2838	yes	no	cellular	620	3	0	yes
54	blue-collar	divorced	primary	no	4401	no	no	telephone	414	1	2	yes
32	unemployed	single	secondary	no	1026	yes	no	cellular	289	1	0	yes
54	unknown	married	secondary	no	2206	no	no	cellular	260	1	4	yes
77	retired	married	primary	no	3324	no	no	cellular	289	1	5	yes
40	admin.	married	secondary	no	260	yes	no	cellular	306	1	5	yes
63	retired	divorced	tertiary	no	0	no	no	cellular	263	1	2	yes
27	blue-collar	single	secondary	no	535	no	no	cellular	159	1	3	yes
28	technician	single	secondary	no	2335	no	no	cellular	624	1	0	yes
35	management	married	tertiary	no	8000	no	no	cellular	331	1	3	yes
29	management	single	tertiary	no	-27	no	no	cellular	270	1	0	yes
68	retired	married	secondary	no	1146	no	no	cellular	356	1	5	yes
65	retired	married	unknown	no	679	no	no	cellular	593	2	1	no
32	student	single	unknown	no	376	no	no	cellular	457	2	3	no
58	admin.	married	secondary	no	169	no	no	cellular	336	3	5	yes
37	management	married	tertiary	no	393	yes	no	cellular	567	3	4	yes
37	admin.	married	tertiary	no	29	no	no	cellular	404	2	2	yes
